412,0,10,240,260,23_1,23_1,8.81534481267892e-42
412,0,10,241,260,23_1,23_1,4.00811515914445e-39
412,0,10,240,261,23_1,23_1,2.16940356384962e-37
412,0,10,241,261,23_1,23_1,2.03957830854319e-38
412,0,10,242,261,23_1,23_1,2.16940356384963e-37
412,0,10,241,262,23_1,23_1,1.68047257565934e-38
412,0,10,242,262,23_1,23_1,3.69598791813406e-41
412,0,10,242,263,23_1,23_1,1.76525714397035e-37
412,0,10,240,240,23_1,23_1,1.21685421133503e-19
412,0,10,241,240,23_1,23_1,1.53995887345894e-28
412,0,10,220,240,23_1,23_1,2.61988028216999e-27
412,0,10,221,240,23_1,23_1,4.17394746945529e-25
412,0,10,240,241,23_1,23_1,7.17596238537824e-31
412,0,10,241,241,23_1,23_1,2.42387651278453e-20
412,0,10,242,241,23_1,23_1,7.17596238537827e-31
412,0,10,220,241,23_1,23_1,5.55077167935808e-27
412,0,10,221,241,23_1,23_1,1.82859717798477e-28
412,0,10,222,241,23_1,23_1,5.55077167935809e-27
412,0,10,241,242,23_1,23_1,1.55566264271933e-28
412,0,10,242,242,23_1,23_1,1.22926307936282e-19
412,0,10,221,242,23_1,23_1,4.21651140352845e-25
412,0,10,222,242,23_1,23_1,2.64659657709845e-27
412,0,10,223,242,23_1,23_1,9.29003462721312e-27
412,0,10,242,243,23_1,23_1,6.77127405704547e-32
412,0,10,222,243,23_1,23_1,5.23773596494944e-28
412,0,10,223,243,23_1,23_1,3.8016518016264e-31
412,0,10,223,244,23_1,23_1,3.83945817671177e-29
412,0,10,240,220,23_1,23_1,4.56533718211993e-23
412,0,10,241,220,23_1,23_1,2.07574378031617e-20
412,0,10,220,220,23_1,23_1,2.62346654913713e-11
412,0,10,221,220,23_1,23_1,1.16335095412201e-20
412,0,10,200,220,23_1,23_1,2.14760873898228e-20
412,0,10,201,220,23_1,23_1,1.37927707281476e-20
412,0,10,240,221,23_1,23_1,2.40841513181128e-19
412,0,10,241,221,23_1,23_1,2.26428652679672e-20
412,0,10,242,221,23_1,23_1,2.40841513181129e-19
412,0,10,220,221,23_1,23_1,3.8521545782671e-19
412,0,10,221,221,23_1,23_1,4.55930545431643e-09
412,0,10,222,221,23_1,23_1,3.8521545782671e-19
412,0,10,200,221,23_1,23_1,1.13295758403835e-16
412,0,10,201,221,23_1,23_1,1.50455876216976e-20
412,0,10,202,221,23_1,23_1,1.13295758403835e-16
412,0,10,241,222,23_1,23_1,3.28869715339373e-21
412,0,10,242,222,23_1,23_1,7.23307545829839e-24
412,0,10,221,222,23_1,23_1,1.8431508780126e-21
412,0,10,222,222,23_1,23_1,4.15647962915401e-12
412,0,10,223,222,23_1,23_1,4.06092474114656e-23
412,0,10,201,222,23_1,23_1,2.18525264347232e-21
412,0,10,202,222,23_1,23_1,3.40255614082521e-21
412,0,10,203,222,23_1,23_1,2.29399505262672e-20
412,0,10,242,223,23_1,23_1,1.16687144239501e-20
412,0,10,222,223,23_1,23_1,1.86635979391582e-20
412,0,10,223,223,23_1,23_1,4.86692223100253e-12
412,0,10,202,223,23_1,23_1,5.48915273283867e-18
412,0,10,203,223,23_1,23_1,7.65229388978765e-21
412,0,10,223,224,23_1,23_1,9.78067055057523e-30
412,0,10,203,224,23_1,23_1,5.52504941228155e-27
412,0,10,220,200,23_1,23_1,1.28616466658142e-11
412,0,10,221,200,23_1,23_1,2.04909506434921e-09
412,0,10,200,200,23_1,23_1,0.281019192459456
412,0,10,201,200,23_1,23_1,5.02344929150986e-13
412,0,10,180,200,23_1,23_1,5.4510728478888e-11
412,0,10,181,200,23_1,23_1,5.0110427745903e-11
412,0,10,220,201,23_1,23_1,1.36194078591617e-17
412,0,10,221,201,23_1,23_1,4.48665739030482e-19
412,0,10,222,201,23_1,23_1,1.36194078591617e-17
412,0,10,200,201,23_1,23_1,8.2826120407578e-19
412,0,10,201,201,23_1,23_1,3.95178332491229e-11
412,0,10,202,201,23_1,23_1,8.28261204075779e-19
412,0,10,180,201,23_1,23_1,5.77223012841175e-17
412,0,10,181,201,23_1,23_1,1.09720785965046e-20
412,0,10,182,201,23_1,23_1,5.77223012841175e-17
412,0,10,221,202,23_1,23_1,2.11279714916573e-10
412,0,10,222,202,23_1,23_1,1.32614883915792e-12
412,0,10,223,202,23_1,23_1,4.65502326392424e-12
412,0,10,201,202,23_1,23_1,5.17961783556952e-14
412,0,10,202,202,23_1,23_1,0.0289755484223233
412,0,10,203,202,23_1,23_1,5.43736566331906e-13
412,0,10,181,202,23_1,23_1,5.16682562595719e-12
412,0,10,182,202,23_1,23_1,5.62053531497425e-12
412,0,10,183,202,23_1,23_1,3.77845690609932e-11
412,0,10,222,203,23_1,23_1,3.43516015655612e-18
412,0,10,223,203,23_1,23_1,2.49330681909867e-21
412,0,10,202,203,23_1,23_1,2.08908486836185e-19
412,0,10,203,203,23_1,23_1,1.04633971800545e-10
412,0,10,182,203,23_1,23_1,1.45590286719068e-17
412,0,10,183,203,23_1,23_1,2.02380349904117e-20
412,0,10,223,204,23_1,23_1,7.71236527621618e-28
412,0,10,203,204,23_1,23_1,9.00853717764676e-29
412,0,10,183,204,23_1,23_1,6.26008468445624e-27
412,0,10,200,180,23_1,23_1,4.96970283088261e-11
412,0,10,201,180,23_1,23_1,3.19173462508226e-11
412,0,10,180,180,23_1,23_1,0.257297875547209
412,0,10,181,180,23_1,23_1,6.58342679741478e-13
412,0,10,160,180,23_1,23_1,1.17368111747472e-11
412,0,10,161,180,23_1,23_1,1.87213185878258e-09
412,0,10,200,181,23_1,23_1,5.88646599016868e-17
412,0,10,201,181,23_1,23_1,7.81718054453022e-21
412,0,10,202,181,23_1,23_1,5.88646599016867e-17
412,0,10,180,181,23_1,23_1,8.48262182826288e-19
412,0,10,181,181,23_1,23_1,5.79302869868948e-11
412,0,10,182,181,23_1,23_1,8.48262182826288e-19
412,0,10,160,181,23_1,23_1,1.39019056398813e-17
412,0,10,161,181,23_1,23_1,4.58521602274287e-19
412,0,10,162,181,23_1,23_1,1.39019056398813e-17
412,0,10,201,182,23_1,23_1,7.01324300128271e-12
412,0,10,202,182,23_1,23_1,1.0919997334128e-11
