380,0,380,01,0.461870907821951
380,0,381,01,0.462017363444263
380,0,382,01,0.0224743984828019
380,0,383,01,8.8311598770315e-07
380,0,384,01,3.63560049194507e-14
380,0,360,01,0.0224357683206085
380,0,361,01,0.0227144200840182
380,0,362,01,0.00848625364444114
380,0,363,01,5.34034781064745e-10
380,0,364,01,3.25210613216813e-16
380,0,340,01,2.9589288783677e-09
380,0,341,01,1.17390477313399e-09
380,0,342,01,4.17091652458277e-10
380,0,343,01,1.93201719897929e-12
380,0,320,01,8.73653230897603e-17
380,0,321,01,2.43614873069299e-17
380,0,322,01,8.91720064914516e-18
380,10,380,01,0.461870865659504
380,10,381,01,0.462017279058923
380,10,382,01,0.0224744391023322
380,10,383,01,8.82729102177665e-07
380,10,384,01,1.15034011890352e-14
380,10,360,01,0.0224358108933407
380,10,361,01,0.022714461267801
380,10,362,01,0.00848625743061017
380,10,363,01,2.994928614735e-10
380,10,364,01,4.89807160313362e-17
380,10,340,01,2.58973788395036e-09
380,10,341,01,7.79309511898531e-10
380,10,342,01,1.89467853068895e-10
380,10,343,01,3.67638816808817e-13
380,10,320,01,1.4456102320937e-17
380,10,321,01,1.65778641205091e-18
380,10,322,01,6.64508685046931e-19
380,20,380,01,0.461870823497057
380,20,381,01,0.462017194673601
380,20,382,01,0.0224744796536742
380,20,383,01,8.82409831529823e-07
380,20,384,01,3.64001758898279e-15
380,20,360,01,0.02243585336102
380,20,361,01,0.0227145023158085
380,20,362,01,0.0084862609886758
380,20,363,01,1.67965463172803e-10
380,20,364,01,7.38650772386662e-18
380,20,340,01,2.32515155656511e-09
380,20,341,01,5.2107394080593e-10
380,20,342,01,8.60676145593894e-11
380,20,343,01,6.99571413035024e-14
380,20,320,01,2.44795392670736e-18
380,20,321,01,1.14259967596532e-19
380,20,322,01,4.95352664170926e-20
380,30,380,01,0.461870781334609
380,30,381,01,0.462017110288299
380,30,382,01,0.0224745201490846
380,30,383,01,8.821464359471e-07
380,30,384,01,1.15187085747619e-15
380,30,360,01,0.022435895753535
380,30,361,01,0.0227145432752307
380,30,362,01,0.00848626443187973
