"","device","time","cp_tp","rd","msd","model","method","isDiagonal"
"2522",268,130,339.762042640846,0.000326195342998561,115438.245619586,"HMM-network","RSS",FALSE
"2523",268,140,339.762042640764,0.000396711613552974,115438.245619582,"HMM-network","RSS",FALSE
"2524",268,150,339.762042640643,0.000483486181277184,115438.245619576,"HMM-network","RSS",FALSE
"2525",268,160,339.762042640463,0.000590124859729566,115438.245619568,"HMM-network","RSS",FALSE
"2526",268,170,339.762042640195,0.000721064810899626,115438.245619558,"HMM-network","RSS",FALSE
"2527",268,180,339.7620426398,0.000881765359432136,115438.245619547,"HMM-network","RSS",FALSE
"2528",268,190,339.762042639214,0.00107894282123642,115438.245619535,"HMM-network","RSS",FALSE
"2529",268,200,339.762042638345,0.00132086015982505,115438.245619525,"HMM-network","RSS",FALSE
"2530",268,210,339.762042637056,0.00161768479069013,115438.245619521,"HMM-network","RSS",FALSE
"2531",268,220,339.762042635148,0.00198193109899733,115438.245619536,"HMM-network","RSS",FALSE
"2532",268,230,339.762042632323,0.00242900841072791,115438.245619588,"HMM-network","RSS",FALSE
"2533",268,240,339.76204262814,0.00297790053525488,115438.245619714,"HMM-network","RSS",FALSE
"2534",268,250,339.762042621948,0.00365200996465014,115438.245619975,"HMM-network","RSS",FALSE
"2535",268,260,339.762042612785,0.00448020892013023,115438.245620484,"HMM-network","RSS",FALSE
"2536",268,270,339.762042599238,0.00549815146386567,115438.245621436,"HMM-network","RSS",FALSE
"2537",268,280,339.76204257922,0.00674991698103932,115438.245623165,"HMM-network","RSS",FALSE
"2538",268,290,339.762042549666,0.00829007714565052,115438.245626247,"HMM-network","RSS",FALSE
"2539",268,300,339.762042506083,0.0101863084729847,115438.245631666,"HMM-network","RSS",FALSE
"2540",268,310,303.939809760245,0.012522714396342,92379.4081139126,"HMM-network","RSS",FALSE
"2541",268,320,303.939809670272,0.0154040799783065,92379.408139687,"HMM-network","RSS",FALSE
"2542",268,330,303.939809538707,0.0189613671453986,92379.4081819592,"HMM-network","RSS",FALSE
"2543",268,340,303.939809347045,0.0233588812282981,92379.4082515551,"HMM-network","RSS",FALSE
"2544",268,350,303.939809069233,0.02880371978592,92379.4083666958,"HMM-network","RSS",FALSE
"2545",268,360,303.939808669318,0.0355583829063953,92379.4085583404,"HMM-network","RSS",FALSE
"2546",268,370,303.93980809912,0.0439578354010429,92379.4088796209,"HMM-network","RSS",FALSE
"2547",268,380,303.93980729711,0.0544329876113413,92379.4094227547,"HMM-network","RSS",FALSE
"2548",268,390,303.939806191203,0.0675438549359772,92379.4103497185,"HMM-network","RSS",FALSE
"2549",268,400,303.939804711393,0.0840287917306648,92379.4119488375,"HMM-network","RSS",FALSE
"2550",268,410,303.939802824028,0.1048858010241,92379.4147417401,"HMM-network","RSS",FALSE
"2551",268,420,303.939800607667,0.131535646098972,92379.4196950544,"HMM-network","RSS",FALSE
"2552",268,430,303.939798388149,0.166237807237613,92379.4286792373,"HMM-network","RSS",FALSE
"2553",268,440,303.939796860961,0.213311266200389,92379.4456175783,"HMM-network","RSS",FALSE
"2554",271,0,267.388646662366,220.128689238897,119953.328189966,"HMM-network","RSS",FALSE
"2555",271,10,411.763453531678,220.580966600113,218205.104490575,"HMM-network","RSS",FALSE
"2556",271,20,294.821973587381,221.117180464718,135812.803606626,"HMM-network","RSS",FALSE
"2557",271,30,159.739328756219,221.620559086346,74632.3253612318,"HMM-network","RSS",FALSE
"2558",271,40,160.043985112952,222.082080733348,74934.5277536879,"HMM-network","RSS",FALSE
"2559",271,50,160.305728908934,222.50337161571,75205.6771013832,"HMM-network","RSS",FALSE
"2560",271,60,160.527406524372,222.887724407969,75447.9859372037,"HMM-network","RSS",FALSE
"2561",271,70,160.710875020281,223.238785514455,75663.540707753,"HMM-network","RSS",FALSE
"2562",271,80,160.857362054227,223.560365078003,75854.3277608547,"HMM-network","RSS",FALSE
"2563",271,90,304.844717899274,223.856463312879,143042.018198039,"HMM-network","RSS",FALSE
"2564",271,100,196.21341924627,224.131353877002,88734.5696830504,"HMM-network","RSS",FALSE
"2565",271,110,337.536666748375,224.389699224059,164281.738517467,"HMM-network","RSS",FALSE
"2566",271,120,322.651972230488,224.636703222137,154565.943618734,"HMM-network","RSS",FALSE
"2567",271,130,322.433227315229,224.878318876925,154533.444377826,"HMM-network","RSS",FALSE
"2568",271,140,322.158204748362,225.121541833338,154465.617484107,"HMM-network","RSS",FALSE
"2569",271,150,321.818833940128,225.37483957509,154361.180192081,"HMM-network","RSS",FALSE
"2570",271,160,321.404004232311,225.64879694431,154217.913498978,"HMM-network","RSS",FALSE
"2571",271,170,320.897940962023,225.957107408192,154032.102901943,"HMM-network","RSS",FALSE
"2572",271,180,464.134554270539,226.318115425796,266640.773837796,"HMM-network","RSS",FALSE
"2573",271,190,463.365104497827,226.757228760599,266126.060861469,"HMM-network","RSS",FALSE
"2574",271,200,462.392274532837,227.310677351066,265476.759585451,"HMM-network","RSS",FALSE
"2575",271,210,461.131572050911,228.031287319316,264640.594738649,"HMM-network","RSS",FALSE
"2576",271,220,459.448521796292,228.997132060895,263532.630672913,"HMM-network","RSS",FALSE
"2577",271,230,457.12683741829,230.324250749478,262014.205971356,"HMM-network","RSS",FALSE
"2578",271,240,453.815034654844,232.187109976403,259858.939717972,"HMM-network","RSS",FALSE
"2579",271,250,448.929581370181,234.870372069999,256701.860705506,"HMM-network","RSS",FALSE
"2580",271,260,441.43359215749,239.006273857039,251987.615228091,"HMM-network","RSS",FALSE
"2581",271,270,429.098366878751,246.88502648404,245077.624760036,"HMM-network","RSS",FALSE
"2582",271,280,405.364915903479,268.79669607046,236572.37886383,"HMM-network","RSS",FALSE
"2583",271,290,345.720430889964,336.980241198599,233078.299293008,"HMM-network","RSS",FALSE
"2584",271,300,407.139969981531,243.632509133967,225119.754663474,"HMM-network","RSS",FALSE
"2585",271,310,407.797007085088,242.5627872213,225135.104732121,"HMM-network","RSS",FALSE
"2586",271,320,407.178024298183,243.915165963338,225288.551658295,"HMM-network","RSS",FALSE
"2587",271,330,406.89096765541,244.342202310747,225263.371389622,"HMM-network","RSS",FALSE
"2588",271,340,406.935600594946,243.887597998063,225077.743488834,"HMM-network","RSS",FALSE
"2589",271,350,406.499669895497,243.85540540968,224707.440372667,"HMM-network","RSS",FALSE
"2590",271,360,317.693762772522,269.800793910573,173721.795299339,"HMM-network","RSS",FALSE
"2591",271,370,453.88973129074,271.658963816275,279814.480792912,"HMM-network","RSS",FALSE
"2592",271,380,589.569327606075,271.978174359805,421564.119381971,"HMM-network","RSS",FALSE
"2593",271,390,697.185547172937,281.752420071005,565452.113402696,"HMM-network","RSS",FALSE
"2594",271,400,555.256054673878,294.251553452741,394893.262961352,"HMM-network","RSS",FALSE
"2595",271,410,551.036202325027,303.056781577463,395484.309132878,"HMM-network","RSS",FALSE
"2596",271,420,545.881497879349,309.633765585203,393859.678517474,"HMM-network","RSS",FALSE
"2597",271,430,541.445154564913,315.13033702672,392469.984716397,"HMM-network","RSS",FALSE
"2598",271,440,538.525597957343,321.499707698464,393371.881705512,"HMM-network","RSS",FALSE
"2599",274,0,286.721922551349,1.99739600402259,82213.4504623387,"HMM-network","RSS",TRUE
"2600",274,10,286.721924983718,1.9977353245154,82213.4532127955,"HMM-network","RSS",TRUE
"2601",274,20,286.721927548764,1.99809437974609,82213.456118429,"HMM-network","RSS",TRUE
"2602",274,30,286.721930255358,1.99847417206411,82213.4591883749,"HMM-network","RSS",TRUE
"2603",274,40,286.721933111715,1.99887594683045,82213.4624323696,"HMM-network","RSS",TRUE
"2604",274,50,286.721936126394,1.99930106441137,82213.4658608142,"HMM-network","RSS",TRUE
"2605",274,60,286.721939308454,1.99975099206302,82213.4694848312,"HMM-network","RSS",TRUE
"2606",274,70,286.721942667498,2.00022731137783,82213.4733163214,"HMM-network","RSS",TRUE
"2607",274,80,286.721946213717,2.00073172876559,82213.4773680322,"HMM-network","RSS",TRUE
"2608",274,90,286.721949957925,2.00126608758785,82213.481653628,"HMM-network","RSS",TRUE
"2609",274,100,286.721953911596,2.00183238194662,82213.4861877687,"HMM-network","RSS",TRUE
"2610",274,110,286.721958086915,2.00243277233399,82213.4909862025,"HMM-network","RSS",TRUE
"2611",274,120,286.721962496817,2.00306960341454,82213.4960658625,"HMM-network","RSS",TRUE
"2612",274,130,286.721967155037,2.00374542426557,82213.5014449795,"HMM-network","RSS",TRUE
"2613",274,140,286.721972076154,2.00446301145893,82213.5071432029,"HMM-network","RSS",TRUE
"2614",274,150,286.721977275657,2.0052253954372,82213.5131817489,"HMM-network","RSS",TRUE
"2615",274,160,286.721982769981,2.00603589071796,82213.519583544,"HMM-network","RSS",TRUE
"2616",274,170,286.721988576569,2.00689813055619,82213.5263734084,"HMM-network","RSS",TRUE
"2617",274,180,286.721994713921,2.00781610680878,82213.5335782482,"HMM-network","RSS",TRUE
"2618",274,190,286.722001201656,2.00879421588059,82213.5412272843,"HMM-network","RSS",TRUE
"2619",274,200,286.722008060557,2.00983731179268,82213.549352298,"HMM-network","RSS",TRUE
"2620",274,210,286.722015312611,2.01095076760478,82213.5579879151,"HMM-network","RSS",TRUE
"2621",274,220,286.722022981066,2.01214054665218,82213.5671719344,"HMM-network","RSS",TRUE
"2622",274,230,286.722031090439,2.0134132853284,82213.5769456839,"HMM-network","RSS",TRUE
"2623",274,240,286.722039666551,2.01477638946807,82213.5873544468,"HMM-network","RSS",TRUE
"2624",274,250,286.722048736524,2.01623814676869,82213.5984479341,"HMM-network","RSS",TRUE
"2625",274,260,286.722058328744,2.01780785814698,82213.6102808239,"HMM-network","RSS",TRUE
"2626",274,270,286.722068472809,2.01949599146869,82213.6229133857,"HMM-network","RSS",TRUE
"2627",274,280,286.722079199424,2.02131436173592,82213.6364121895,"HMM-network","RSS",TRUE
"2628",274,290,286.722090540246,2.0232763425806,82213.6508509275,"HMM-network","RSS",TRUE
"2629",274,300,286.722102527651,2.0253971148182,82213.6663113494,"HMM-network","RSS",TRUE
"2630",274,310,286.722115194396,2.02769395888364,82213.6828843393,"HMM-network","RSS",TRUE
"2631",274,320,286.722128573205,2.03018659922794,82213.7006711771,"HMM-network","RSS",TRUE
"2632",274,330,286.722142696156,2.03289761022037,82213.7197849686,"HMM-network","RSS",TRUE
"2633",274,340,286.7221575939,2.03585289479119,82213.7403523104,"HMM-network","RSS",TRUE
"2634",274,350,286.722173294666,2.03908224894426,82213.7625152343,"HMM-network","RSS",TRUE
"2635",274,360,286.722189822918,2.04262002724582,82213.7864334251,"HMM-network","RSS",TRUE
"2636",274,370,286.722207197699,2.04650592606985,82213.8122868256,"HMM-network","RSS",TRUE
"2637",274,380,286.722225430478,2.05078590177718,82213.840278621,"HMM-network","RSS",TRUE
"2638",274,390,286.722244522437,2.05551323909973,82213.8706386604,"HMM-network","RSS",TRUE
"2639",274,400,286.722264460873,2.0607497933951,82213.9036272816,"HMM-network","RSS",TRUE
"2640",274,410,286.722285212519,2.06656761681639,82213.9395392038,"HMM-network","RSS",TRUE
"2641",274,420,286.722306695584,2.07305312652474,82213.9787061017,"HMM-network","RSS",TRUE
"2642",274,430,286.722328574876,2.08033340422869,82214.0214904717,"HMM-network","RSS",TRUE
"2643",274,440,286.722348572881,2.08879163201903,82214.0682216305,"HMM-network","RSS",TRUE
"2644",276,0,824.621223728863,18.2291412631519,680332.464215279,"HMM-network","RSS",TRUE
"2645",276,10,799.556939297427,18.2291396163184,639623.600709821,"HMM-network","RSS",TRUE
"2646",276,20,828.666587587239,18.2291387475524,687020.614882957,"HMM-network","RSS",TRUE
"2647",276,30,828.666587602181,18.2291382348076,687020.614889027,"HMM-network","RSS",TRUE
"2648",276,40,828.66658761366,18.2291378891104,687020.614895448,"HMM-network","RSS",TRUE
"2649",276,50,828.666587624369,18.2291376168033,687020.614903268,"HMM-network","RSS",TRUE
"2650",276,60,828.666587635637,18.22913737111,687020.614912985,"HMM-network","RSS",TRUE
"2651",276,70,828.66658764813,18.229137128455,687020.614924844,"HMM-network","RSS",TRUE
"2652",276,80,828.666587662175,18.229136876716,687020.614938943,"HMM-network","RSS",TRUE
"2653",276,90,828.66658767795,18.2291366093923,687020.614955341,"HMM-network","RSS",TRUE
"2654",276,100,828.666587695564,18.22913632271,687020.614974082,"HMM-network","RSS",TRUE
"2655",276,110,810.999353601225,18.2291360141822,658052.252941429,"HMM-network","RSS",TRUE
"2656",276,120,784.759718912593,18.2291356818916,616180.117815481,"HMM-network","RSS",TRUE
"2657",276,130,803.385799741494,18.2291353241295,645761.044600946,"HMM-network","RSS",TRUE
"2658",276,140,803.385799767282,18.2291349392113,645761.044628347,"HMM-network","RSS",TRUE
"2659",276,150,803.385799795274,18.2291345253784,645761.044658236,"HMM-network","RSS",TRUE
"2660",276,160,803.385799825563,18.2291340807409,645761.044690693,"HMM-network","RSS",TRUE
"2661",276,170,803.385799858253,18.2291336032397,645761.04472581,"HMM-network","RSS",TRUE
"2662",276,180,832.836026594629,18.2291330906162,693948.148487166,"HMM-network","RSS",TRUE
"2663",276,190,862.786879375674,18.2291325403838,744733.500495989,"HMM-network","RSS",TRUE
"2664",276,200,850.927795284957,18.2291319497982,724410.414040161,"HMM-network","RSS",TRUE
"2665",276,210,821.23765901416,18.2291313158252,674763.593811588,"HMM-network","RSS",TRUE
"2666",276,220,821.237659060435,18.2291306351033,674763.593862774,"HMM-network","RSS",TRUE
"2667",276,230,821.237659109927,18.2291299039049,674763.593917405,"HMM-network","RSS",TRUE
"2668",276,240,821.237659162815,18.2291291180935,674763.593975624,"HMM-network","RSS",TRUE
"2669",276,250,821.237659219289,18.2291282730848,674763.594037573,"HMM-network","RSS",TRUE
"2670",276,260,821.237659279541,18.2291273638199,674763.594103387,"HMM-network","RSS",TRUE
"2671",276,270,821.237659343782,18.229126384776,674763.594173206,"HMM-network","RSS",TRUE
"2672",276,280,821.237659412219,18.2291253300583,674763.594247158,"HMM-network","RSS",TRUE
"2673",276,290,821.237659485039,18.2291241936769,674763.594325333,"HMM-network","RSS",TRUE
"2674",276,300,821.23765956241,18.2291229702047,674763.594407808,"HMM-network","RSS",TRUE
"2675",276,310,821.237659644408,18.2291216562287,674763.594494583,"HMM-network","RSS",TRUE
"2676",276,320,821.237659730938,18.2291202534169,674763.594585561,"HMM-network","RSS",TRUE
"2677",276,330,821.237659821533,18.2291187748748,674763.594680457,"HMM-network","RSS",TRUE
"2678",276,340,796.380475602142,18.2291172581564,634554.162636305,"HMM-network","RSS",TRUE
"2679",276,350,782.690917079482,18.2291157917275,612937.37234127,"HMM-network","RSS",TRUE
"2680",276,360,782.690917167519,18.2291145685803,612937.372434487,"HMM-network","RSS",TRUE
"2681",276,370,782.690917237415,18.2291139946111,612937.372522975,"HMM-network","RSS",TRUE
"2682",276,380,782.690917264119,18.2291149074124,612937.372598056,"HMM-network","RSS",TRUE
"2683",276,390,782.690917196834,18.2291190176208,612937.372642579,"HMM-network","RSS",TRUE
"2684",276,400,804.701460762791,18.2291297987974,647876.742126992,"HMM-network","RSS",TRUE
"2685",276,410,804.701460067514,18.2291542811805,647876.741900596,"HMM-network","RSS",TRUE
"2686",276,420,804.701458520355,18.2292066667882,647876.741320487,"HMM-network","RSS",TRUE
"2687",276,430,804.701455248115,18.2293156147739,647876.740026217,"HMM-network","RSS",TRUE
"2688",276,440,804.701448490712,18.2295389413812,647876.737293065,"HMM-network","RSS",TRUE
"2689",281,0,189.612268827737,257.136943290804,102072.22009494,"HMM-network","RSS",FALSE
"2690",281,10,165.537626276454,139.489777926205,46860.103859145,"HMM-network","RSS",FALSE
"2691",281,20,110.341584231091,131.816387742454,29550.825288096,"HMM-network","RSS",FALSE
"2692",281,30,138.843788340755,252.482502117694,83025.0114364234,"HMM-network","RSS",FALSE
"2693",281,40,215.026999659753,228.284581662194,98350.4608073586,"HMM-network","RSS",FALSE
"2694",281,50,233.614423100032,216.172859691849,101306.403947713,"HMM-network","RSS",FALSE
"2695",281,60,222.479767239526,226.04759160669,100594.760502139,"HMM-network","RSS",FALSE
"2696",281,70,166.395986584703,264.186484223272,97482.1227977499,"HMM-network","RSS",FALSE
"2697",281,80,164.603089024851,308.368806907688,122185.497990194,"HMM-network","RSS",FALSE
"2698",281,90,198.971232129937,319.515448084246,141679.672779782,"HMM-network","RSS",FALSE
"2699",281,100,86.3993229884893,266.632581475886,78557.7765173645,"HMM-network","RSS",FALSE
"2700",281,110,244.152204475977,280.37692940385,138221.521492411,"HMM-network","RSS",FALSE
"2701",281,120,197.103441754512,419.769906363053,215056.541039521,"HMM-network","RSS",FALSE
"2702",281,130,237.666701944563,414.091789165249,227957.471067283,"HMM-network","RSS",FALSE
"2703",281,140,221.340447958753,332.011075952734,159222.948457874,"HMM-network","RSS",FALSE
"2704",281,150,467.629239101133,289.802681589045,302662.699518506,"HMM-network","RSS",FALSE
"2705",281,160,493.010304537143,272.858938883535,317511.160908455,"HMM-network","RSS",FALSE
"2706",281,170,496.557987945423,270.740324762856,319870.158845103,"HMM-network","RSS",FALSE
"2707",281,180,483.215385153454,290.889703700393,318113.928167903,"HMM-network","RSS",FALSE
"2708",281,190,272.639735193972,321.988397878801,178008.953575196,"HMM-network","RSS",FALSE
"2709",281,200,141.112203610205,314.884807863991,119065.096231271,"HMM-network","RSS",FALSE
"2710",281,210,151.585524098702,311.580244729095,120060.420021721,"HMM-network","RSS",FALSE
"2711",281,220,161.992530764982,309.472666694596,122014.911454708,"HMM-network","RSS",FALSE
"2712",281,230,167.640830326375,308.337581713155,123175.512289233,"HMM-network","RSS",FALSE
"2713",281,240,170.536700337203,308.386680490361,124185.110865765,"HMM-network","RSS",FALSE
"2714",281,250,149.443014208057,309.616312962982,118195.475748381,"HMM-network","RSS",FALSE
"2715",281,260,280.936251018903,311.818381065459,176155.87990684,"HMM-network","RSS",FALSE
"2716",281,270,121.553906759372,315.290077280208,114183.185079826,"HMM-network","RSS",FALSE
"2717",281,280,54.2436897219183,322.720233294439,107090.726852265,"HMM-network","RSS",FALSE
"2718",281,290,231.422625427557,281.681521263868,132900.91098131,"HMM-network","RSS",FALSE
"2719",281,300,151.740269382571,262.184425174438,91765.7821563454,"HMM-network","RSS",FALSE
"2720",281,310,281.131936749767,261.870572611564,147611.362660583,"HMM-network","RSS",FALSE
"2721",281,320,415.064530011853,263.260036625272,241584.4109579,"HMM-network","RSS",FALSE
"2722",281,330,416.663645490561,265.41855098055,244055.600678099,"HMM-network","RSS",FALSE
"2723",281,340,412.889632249587,270.095302679637,243429.320948804,"HMM-network","RSS",FALSE
"2724",281,350,400.272187233424,280.095763575757,238671.460645715,"HMM-network","RSS",FALSE
"2725",281,360,423.613441979624,300.417339042764,269698.92582336,"HMM-network","RSS",FALSE
"2726",281,370,481.049554337717,342.625619377472,348800.988782312,"HMM-network","RSS",FALSE
"2727",281,380,254.503431845248,337.658123250182,178785.005017844,"HMM-network","RSS",FALSE
"2728",281,390,133.709598890903,410.979303118346,186782.244427207,"HMM-network","RSS",FALSE
"2729",281,400,47.3399141498378,414.777806059789,174281.695871486,"HMM-network","RSS",FALSE
"2730",281,410,180.978273513255,322.964020601227,137058.894086749,"HMM-network","RSS",FALSE
"2731",281,420,238.098598972386,329.749146016814,165425.442131432,"HMM-network","RSS",FALSE
"2732",281,430,275.529999086266,342.445524086099,193185.717363081,"HMM-network","RSS",FALSE
"2733",281,440,301.325341086292,365.600753989996,224460.872498824,"HMM-network","RSS",FALSE
"2734",282,0,189.612268827737,257.136943290804,102072.22009494,"HMM-network","RSS",FALSE
"2735",282,10,165.537626276454,139.489777926205,46860.103859145,"HMM-network","RSS",FALSE
"2736",282,20,110.341584231091,131.816387742454,29550.825288096,"HMM-network","RSS",FALSE
"2737",282,30,138.843788340755,252.482502117694,83025.0114364234,"HMM-network","RSS",FALSE
"2738",282,40,215.026999659753,228.284581662194,98350.4608073586,"HMM-network","RSS",FALSE
"2739",282,50,233.614423100032,216.172859691849,101306.403947713,"HMM-network","RSS",FALSE
"2740",282,60,222.479767239526,226.04759160669,100594.760502139,"HMM-network","RSS",FALSE
"2741",282,70,166.395986584703,264.186484223272,97482.1227977499,"HMM-network","RSS",FALSE
"2742",282,80,164.603089024851,308.368806907688,122185.497990194,"HMM-network","RSS",FALSE
"2743",282,90,198.971232129937,319.515448084246,141679.672779782,"HMM-network","RSS",FALSE
"2744",282,100,86.3993229884893,266.632581475886,78557.7765173645,"HMM-network","RSS",FALSE
"2745",282,110,244.152204475977,280.37692940385,138221.521492411,"HMM-network","RSS",FALSE
"2746",282,120,197.103441754512,419.769906363053,215056.541039521,"HMM-network","RSS",FALSE
"2747",282,130,237.666701944563,414.091789165249,227957.471067283,"HMM-network","RSS",FALSE
"2748",282,140,221.340447958753,332.011075952734,159222.948457874,"HMM-network","RSS",FALSE
"2749",282,150,467.629239101133,289.802681589045,302662.699518506,"HMM-network","RSS",FALSE
"2750",282,160,493.010304537143,272.858938883535,317511.160908455,"HMM-network","RSS",FALSE
"2751",282,170,496.557987945423,270.740324762856,319870.158845103,"HMM-network","RSS",FALSE
"2752",282,180,483.215385153454,290.889703700393,318113.928167903,"HMM-network","RSS",FALSE
"2753",282,190,272.639735193972,321.988397878801,178008.953575196,"HMM-network","RSS",FALSE
"2754",282,200,141.112203610205,314.884807863991,119065.096231271,"HMM-network","RSS",FALSE
"2755",282,210,151.585524098702,311.580244729095,120060.420021721,"HMM-network","RSS",FALSE
"2756",282,220,161.992530764982,309.472666694596,122014.911454708,"HMM-network","RSS",FALSE
"2757",282,230,167.640830326375,308.337581713155,123175.512289233,"HMM-network","RSS",FALSE
"2758",282,240,170.536700337203,308.386680490361,124185.110865765,"HMM-network","RSS",FALSE
"2759",282,250,149.443014208057,309.616312962982,118195.475748381,"HMM-network","RSS",FALSE
"2760",282,260,280.936251018903,311.818381065459,176155.87990684,"HMM-network","RSS",FALSE
"2761",282,270,121.553906759372,315.290077280208,114183.185079826,"HMM-network","RSS",FALSE
"2762",282,280,54.2436897219183,322.720233294439,107090.726852265,"HMM-network","RSS",FALSE
"2763",282,290,231.422625427557,281.681521263868,132900.91098131,"HMM-network","RSS",FALSE
"2764",282,300,151.740269382571,262.184425174438,91765.7821563454,"HMM-network","RSS",FALSE
"2765",282,310,281.131936749767,261.870572611564,147611.362660583,"HMM-network","RSS",FALSE
"2766",282,320,415.064530011853,263.260036625272,241584.4109579,"HMM-network","RSS",FALSE
"2767",282,330,416.663645490561,265.41855098055,244055.600678099,"HMM-network","RSS",FALSE
"2768",282,340,412.889632249587,270.095302679637,243429.320948804,"HMM-network","RSS",FALSE
"2769",282,350,400.272187233424,280.095763575757,238671.460645715,"HMM-network","RSS",FALSE
"2770",282,360,423.613441979624,300.417339042764,269698.92582336,"HMM-network","RSS",FALSE
"2771",282,370,481.049554337717,342.625619377472,348800.988782312,"HMM-network","RSS",FALSE
"2772",282,380,254.503431845248,337.658123250182,178785.005017844,"HMM-network","RSS",FALSE
"2773",282,390,133.709598890903,410.979303118346,186782.244427207,"HMM-network","RSS",FALSE
"2774",282,400,47.3399141498378,414.777806059789,174281.695871486,"HMM-network","RSS",FALSE
"2775",282,410,180.978273513255,322.964020601227,137058.894086749,"HMM-network","RSS",FALSE
"2776",282,420,238.098598972386,329.749146016814,165425.442131432,"HMM-network","RSS",FALSE
"2777",282,430,275.529999086266,342.445524086099,193185.717363081,"HMM-network","RSS",FALSE
"2778",282,440,301.325341086292,365.600753989996,224460.872498824,"HMM-network","RSS",FALSE
"2779",289,0,617.28346630276,361.816094546132,511949.764043366,"HMM-network","RSS",TRUE
"2780",289,10,627.860316141628,361.816107512066,525119.472240648,"HMM-network","RSS",TRUE
"2781",289,20,609.56090150809,361.81612149448,502475.398420664,"HMM-network","RSS",TRUE
"2782",289,30,591.565432570302,361.816136208012,480860.577432583,"HMM-network","RSS",TRUE
"2783",289,40,591.565418735819,361.816151468789,480860.57210777,"HMM-network","RSS",TRUE
"2784",289,50,591.565405061558,361.816167151761,480860.567278036,"HMM-network","RSS",TRUE
"2785",289,60,591.565391531521,361.816183168197,480860.562860243,"HMM-network","RSS",TRUE
"2786",289,70,591.565378133088,361.816199453467,480860.558792694,"HMM-network","RSS",TRUE
"2787",289,80,567.039720695074,361.816215959883,452445.018977476,"HMM-network","RSS",TRUE
"2788",289,90,598.159014942166,361.816232652148,488705.193367176,"HMM-network","RSS",TRUE
"2789",289,100,598.159001868498,361.816249504302,488705.189921678,"HMM-network","RSS",TRUE
"2790",289,110,598.158988892132,361.816266497576,488705.186694703,"HMM-network","RSS",TRUE
"2791",289,120,598.158976011631,361.816283618854,488705.183675042,"HMM-network","RSS",TRUE
"2792",289,130,598.158963226705,361.816300859581,488705.180856157,"HMM-network","RSS",TRUE
"2793",289,140,614.034015435212,361.816318214976,507948.82023813,"HMM-network","RSS",TRUE
"2794",289,150,589.926844188138,361.816335683493,478924.742261206,"HMM-network","RSS",TRUE
"2795",289,160,589.926831680224,361.816353266476,478924.740227319,"HMM-network","RSS",TRUE
"2796",289,170,589.926819273834,361.816370967966,478924.738398971,"HMM-network","RSS",TRUE
"2797",289,180,589.926806973316,361.816388794643,478924.736786128,"HMM-network","RSS",TRUE
"2798",289,190,608.24477962496,361.816406755898,500872.824138765,"HMM-network","RSS",TRUE
"2799",289,200,634.452821234394,361.816424864012,533441.507673657,"HMM-network","RSS",TRUE
"2800",289,210,605.091650201413,361.816443134478,497047.043665954,"HMM-network","RSS",TRUE
"2801",289,220,605.091638676418,361.816461586442,497047.043071045,"HMM-network","RSS",TRUE
"2802",289,230,605.091627312163,361.81648024332,497047.042818946,"HMM-network","RSS",TRUE
"2803",289,240,605.091616119944,361.816499133603,497047.042943942,"HMM-network","RSS",TRUE
"2804",289,250,605.091605112778,361.816518291906,497047.043486835,"HMM-network","RSS",TRUE
"2805",289,260,574.439196038886,361.816537760322,460891.596942668,"HMM-network","RSS",TRUE
"2806",289,270,567.464863830265,361.816557590165,452927.593028298,"HMM-network","RSS",TRUE
"2807",289,280,567.464853820865,361.816577844219,452927.596324838,"HMM-network","RSS",TRUE
"2808",289,290,567.464844084825,361.816598599645,452927.600294431,"HMM-network","RSS",TRUE
"2809",289,300,567.464834649954,361.816619951743,452927.605037603,"HMM-network","RSS",TRUE
"2810",289,310,567.46482554919,361.816642018842,452927.610677363,"HMM-network","RSS",TRUE
"2811",289,320,539.151226477168,361.816664948675,421595.344046416,"HMM-network","RSS",TRUE
"2812",289,330,556.380263005516,361.816688926706,440470.313447972,"HMM-network","RSS",TRUE
"2813",289,340,565.411395176507,361.816714187066,450601.380460569,"HMM-network","RSS",TRUE
"2814",289,350,565.411387361992,361.816741026935,450601.391045964,"HMM-network","RSS",TRUE
"2815",289,360,565.411380152295,361.816769825534,450601.403732707,"HMM-network","RSS",TRUE
"2816",289,370,565.411373650239,361.816801069307,450601.418989077,"HMM-network","RSS",TRUE
"2817",289,380,565.411367985484,361.816835385468,450601.437415571,"HMM-network","RSS",TRUE
"2818",289,390,595.619320469999,361.816873586999,485673.824929414,"HMM-network","RSS",TRUE
"2819",289,400,567.066185015215,361.81691673367,452475.53942237,"HMM-network","RSS",TRUE
"2820",289,410,567.06618260769,361.816966216128,452475.572499101,"HMM-network","RSS",TRUE
"2821",289,420,567.066181958562,361.817023874614,452475.613486545,"HMM-network","RSS",TRUE
"2822",289,430,567.066183486428,361.81709217049,452475.664640572,"HMM-network","RSS",TRUE
"2823",289,440,567.066187698558,361.817174424322,452475.728939377,"HMM-network","RSS",TRUE
"2824",291,0,412.893692991965,300.21219191481,260608.561886838,"HMM-network","RSS",FALSE
"2825",291,10,478.966064131347,300.212256368863,319535.889463558,"HMM-network","RSS",FALSE
"2826",291,20,490.43717546776,300.212321544014,330656.061087641,"HMM-network","RSS",FALSE
