"","device","time","cp_tp","rd","msd","model","method"
"740",169,190,463.851689212376,76.8080932366549,221057.872771826,"HMM-network","RSS_TA"
"741",169,200,438.962941107553,221.670454107446,241826.253889995,"HMM-network","RSS_TA"
"742",169,210,524.753130713651,355.533826335482,401770.149862527,"HMM-network","RSS_TA"
"743",169,220,524.966800638296,354.88119972916,401530.807693617,"HMM-network","RSS_TA"
"744",169,230,524.813552386542,354.281814525045,400944.868871741,"HMM-network","RSS_TA"
"745",169,240,523.354638684515,354.737173759427,399738.540279425,"HMM-network","RSS_TA"
"746",169,250,514.377719034184,361.313158680508,395131.636474496,"HMM-network","RSS_TA"
"747",169,260,447.35406240364,393.783763001326,355191.309152524,"HMM-network","RSS_TA"
"748",169,270,254.971255481467,132.625065578384,82599.7491414664,"HMM-network","RSS_TA"
"749",169,280,144.207649813913,84.1456422131451,27876.3353683149,"HMM-network","RSS_TA"
"750",169,290,280.186553352902,64.5055166598503,82665.466359333,"HMM-network","RSS_TA"
"751",169,300,281.358317094775,57.95605561355,82521.4069806849,"HMM-network","RSS_TA"
"752",169,310,281.67841495301,55.9998335714398,82478.7108104691,"HMM-network","RSS_TA"
"753",169,320,281.7535404958,55.5055864098728,82465.9277046221,"HMM-network","RSS_TA"
"754",169,330,281.715427693288,55.7134789716103,82467.5739395321,"HMM-network","RSS_TA"
"755",169,340,281.482652449998,57.090719209007,82491.8338500881,"HMM-network","RSS_TA"
"756",169,350,280.598631329575,62.0716844573837,82588.4859154077,"HMM-network","RSS_TA"
"757",169,360,277.323908988904,77.7604285004182,82955.2347374548,"HMM-network","RSS_TA"
"758",169,370,265.183392771061,118.465651009021,84356.3422705618,"HMM-network","RSS_TA"
"759",169,380,560.149526150046,371.0817111207,451469.127974387,"HMM-network","RSS_TA"
"760",169,390,608.188178556928,326.730937380608,476645.965978005,"HMM-network","RSS_TA"
"761",169,400,680.713347556387,317.423591652463,564128.398078972,"HMM-network","RSS_TA"
"762",169,410,682.890964307358,316.611002519178,566582.596048832,"HMM-network","RSS_TA"
"763",169,420,683.567050728057,317.737971447605,568221.331340692,"HMM-network","RSS_TA"
"764",169,430,684.344993311952,320.780260967421,571228.045697462,"HMM-network","RSS_TA"
"765",169,440,685.821363070739,330.127618890565,579335.186798561,"HMM-network","RSS_TA"
"766",170,0,578.028374139826,702.165034378729,827152.536814812,"HMM-network","RSS_TA"
"767",170,10,505.107036880357,224.157514264995,305379.709907516,"HMM-network","RSS_TA"
"768",170,20,502.196492988121,83.5252943351251,259177.792363337,"HMM-network","RSS_TA"
"769",170,30,501.649671250169,43.6034637712152,253553.65471825,"HMM-network","RSS_TA"
"770",170,40,501.549097526314,30.0132884591543,252452.294713592,"HMM-network","RSS_TA"
"771",170,50,501.517782257425,23.0189674102595,252049.95878104,"HMM-network","RSS_TA"
"772",170,60,417.05450654302,18.6176587825422,174281.078646385,"HMM-network","RSS_TA"
"773",170,70,417.046817481075,15.7964846758474,174177.576899207,"HMM-network","RSS_TA"
"774",170,80,417.042099120757,14.0487906242727,174121.480957052,"HMM-network","RSS_TA"
"775",170,90,417.039246654805,13.0102732940935,174091.000461594,"HMM-network","RSS_TA"
"776",170,100,417.037541233064,12.4144737115109,174074.429955253,"HMM-network","RSS_TA"
"777",170,110,417.03652585247,12.0811828456093,174065.418874047,"HMM-network","RSS_TA"
"778",170,120,348.479293895926,11.8979621572707,121579.379777699,"HMM-network","RSS_TA"
"779",170,130,477.427828680092,11.7990420129445,228076.54899061,"HMM-network","RSS_TA"
"780",170,140,358.299342846046,11.7500878187941,128516.483647658,"HMM-network","RSS_TA"
"781",170,150,438.951214058124,11.7567694906397,192816.389951957,"HMM-network","RSS_TA"
"782",170,160,467.180666431177,12.0375790466484,218402.678396383,"HMM-network","RSS_TA"
"783",170,170,467.14581087972,14.3999744098467,218432.567885475,"HMM-network","RSS_TA"
"784",170,180,466.824944306145,27.8158120617484,218699.24802709,"HMM-network","RSS_TA"
"785",170,190,463.851689212376,76.8080932366549,221057.872771826,"HMM-network","RSS_TA"
"786",170,200,438.962941107553,221.670454107446,241826.253889995,"HMM-network","RSS_TA"
"787",170,210,524.753130713651,355.533826335482,401770.149862527,"HMM-network","RSS_TA"
"788",170,220,524.966800638296,354.88119972916,401530.807693617,"HMM-network","RSS_TA"
"789",170,230,524.813552386542,354.281814525045,400944.868871741,"HMM-network","RSS_TA"
"790",170,240,523.354638684515,354.737173759427,399738.540279425,"HMM-network","RSS_TA"
"791",170,250,514.377719034184,361.313158680508,395131.636474496,"HMM-network","RSS_TA"
"792",170,260,447.35406240364,393.783763001326,355191.309152524,"HMM-network","RSS_TA"
"793",170,270,254.971255481467,132.625065578384,82599.7491414664,"HMM-network","RSS_TA"
"794",170,280,144.207649813913,84.1456422131451,27876.3353683149,"HMM-network","RSS_TA"
"795",170,290,280.186553352902,64.5055166598503,82665.466359333,"HMM-network","RSS_TA"
"796",170,300,281.358317094775,57.95605561355,82521.4069806849,"HMM-network","RSS_TA"
"797",170,310,281.67841495301,55.9998335714398,82478.7108104691,"HMM-network","RSS_TA"
"798",170,320,281.7535404958,55.5055864098728,82465.9277046221,"HMM-network","RSS_TA"
"799",170,330,281.715427693288,55.7134789716103,82467.5739395321,"HMM-network","RSS_TA"
"800",170,340,281.482652449998,57.090719209007,82491.8338500881,"HMM-network","RSS_TA"
"801",170,350,280.598631329575,62.0716844573837,82588.4859154077,"HMM-network","RSS_TA"
"802",170,360,277.323908988904,77.7604285004182,82955.2347374548,"HMM-network","RSS_TA"
"803",170,370,265.183392771061,118.465651009021,84356.3422705618,"HMM-network","RSS_TA"
"804",170,380,560.149526150046,371.0817111207,451469.127974387,"HMM-network","RSS_TA"
"805",170,390,608.188178556928,326.730937380608,476645.965978005,"HMM-network","RSS_TA"
"806",170,400,680.713347556387,317.423591652463,564128.398078972,"HMM-network","RSS_TA"
"807",170,410,682.890964307358,316.611002519178,566582.596048832,"HMM-network","RSS_TA"
"808",170,420,683.567050728057,317.737971447605,568221.331340692,"HMM-network","RSS_TA"
"809",170,430,684.344993311952,320.780260967421,571228.045697462,"HMM-network","RSS_TA"
"810",170,440,685.821363070739,330.127618890565,579335.186798561,"HMM-network","RSS_TA"
"811",172,0,427.654286849782,20.401296037434,183304.401941003,"HMM-network","RSS_TA"
"812",172,10,427.654300635508,20.4007440232586,183304.391208748,"HMM-network","RSS_TA"
"813",172,20,427.654313734184,20.4003160304321,183304.384949597,"HMM-network","RSS_TA"
"814",172,30,427.654325893617,20.3999785922801,183304.38158209,"HMM-network","RSS_TA"
"815",172,40,427.654336989838,20.3997093650606,183304.380088397,"HMM-network","RSS_TA"
"816",172,50,427.654346986038,20.3994923233437,183304.379783104,"HMM-network","RSS_TA"
"817",172,60,427.654355902916,20.3993157276069,183304.380204893,"HMM-network","RSS_TA"
"818",172,70,427.654363795694,20.3991708659341,183304.381045518,"HMM-network","RSS_TA"
"819",172,80,427.65437073817,20.3990512029032,183304.382101439,"HMM-network","RSS_TA"
"820",172,90,427.654376812174,20.3989517844677,183304.383240514,"HMM-network","RSS_TA"
"821",172,100,427.654382100815,20.3988688161695,183304.384379009,"HMM-network","RSS_TA"
"822",172,110,427.654386684305,20.3987993620167,183304.385465741,"HMM-network","RSS_TA"
"823",172,120,427.654390637512,20.3987411282956,183304.386471161,"HMM-network","RSS_TA"
"824",172,130,427.654394028656,20.3986923075123,183304.387379874,"HMM-network","RSS_TA"
"825",172,140,427.654396918732,20.398651465098,183304.388185519,"HMM-network","RSS_TA"
"826",172,150,427.654399361391,20.3986174566821,183304.388887296,"HMM-network","RSS_TA"
"827",172,160,427.654401403094,20.398589367343,183304.389487616,"HMM-network","RSS_TA"
"828",172,170,427.654403083412,20.3985664667842,183304.389990529,"HMM-network","RSS_TA"
"829",172,180,427.654404435384,20.3985481761635,183304.390400678,"HMM-network","RSS_TA"
"830",172,190,427.654405485888,20.3985340435599,183304.390722614,"HMM-network","RSS_TA"
"831",172,200,427.654406255984,20.3985237259577,183304.390960357,"HMM-network","RSS_TA"
"832",172,210,427.654406761201,20.3985169762609,183304.391117106,"HMM-network","RSS_TA"
"833",172,220,427.65440701177,20.3985136343191,183304.391195078,"HMM-network","RSS_TA"
"834",172,230,427.654407012778,20.3985136212823,183304.391195408,"HMM-network","RSS_TA"
"835",172,240,427.654406764245,20.3985169368749,183304.391118102,"HMM-network","RSS_TA"
"836",172,250,427.654406261129,20.3985236593885,183304.390962041,"HMM-network","RSS_TA"
"837",172,260,427.654405493243,20.3985339483985,183304.390725023,"HMM-network","RSS_TA"
"838",172,270,427.654404445104,20.3985480503953,183304.390403861,"HMM-network","RSS_TA"
"839",172,280,427.654403095703,20.3985663077469,183304.389994553,"HMM-network","RSS_TA"
"840",172,290,427.654401418217,20.39858917167,183304.389492568,"HMM-network","RSS_TA"
"841",172,300,427.654399379665,20.3986172202314,183304.38889328,"HMM-network","RSS_TA"
"842",172,310,427.654396940545,20.3986511828642,183304.388192662,"HMM-network","RSS_TA"
"843",172,320,427.654394054471,20.398691973521,183304.387388327,"HMM-network","RSS_TA"
"844",172,330,427.654390667873,20.3987407354769,183304.386481103,"HMM-network","RSS_TA"
"845",172,340,427.654386719855,20.3987989020553,183304.385477382,"HMM-network","RSS_TA"
"846",172,350,427.654382142308,20.3988682793292,183304.384392596,"HMM-network","RSS_TA"
"847",172,360,427.654376860486,20.3989511593849,183304.383256334,"HMM-network","RSS_TA"
"848",172,370,427.654370794325,20.3990504763467,183304.382119827,"HMM-network","RSS_TA"
"849",172,380,427.654363860882,20.3991700225251,183304.381066863,"HMM-network","RSS_TA"
"850",172,390,427.654355978516,20.3993147494932,183304.380229648,"HMM-network","RSS_TA"
"851",172,400,427.65434707365,20.3994911898213,183304.379811793,"HMM-network","RSS_TA"
"852",172,410,427.654337091318,20.3997080521314,183304.380121627,"HMM-network","RSS_TA"
"853",172,420,427.654326011125,20.3999770722811,183304.38162058,"HMM-network","RSS_TA"
"854",172,430,427.654313871603,20.4003142920419,183304.384996206,"HMM-network","RSS_TA"
"855",172,440,427.654300949766,20.4007450762674,183304.3915205,"HMM-network","RSS_TA"
"856",175,0,243.217446297866,355.834095255126,185772.629529689,"HMM-network","RSS_TA"
"857",175,10,223.733731395926,330.557770740595,159325.222361336,"HMM-network","RSS_TA"
"858",175,20,294.35422705185,331.872415612896,196783.711228031,"HMM-network","RSS_TA"
"859",175,30,477.36240974806,338.255938529862,342291.950191193,"HMM-network","RSS_TA"
"860",175,40,496.968542152443,339.421593773212,362184.750208672,"HMM-network","RSS_TA"
"861",175,50,510.951094638408,335.702713792143,373767.333159597,"HMM-network","RSS_TA"
"862",175,60,519.693541273823,327.152486147047,377110.126033921,"HMM-network","RSS_TA"
"863",175,70,522.178546040246,313.641796941093,371041.610733143,"HMM-network","RSS_TA"
"864",175,80,689.059898589848,304.033667174974,567240.014620514,"HMM-network","RSS_TA"
"865",175,90,646.062773903461,304.921806303622,510374.415783299,"HMM-network","RSS_TA"
"866",175,100,745.293287414197,316.668488283015,655741.015736111,"HMM-network","RSS_TA"
"867",175,110,823.940996984921,339.479199706161,794124.893545641,"HMM-network","RSS_TA"
"868",175,120,660.596444762135,304.460695257001,529083.977788749,"HMM-network","RSS_TA"
"869",175,130,794.267916872276,302.100831449918,722126.436135356,"HMM-network","RSS_TA"
"870",175,140,962.957892576687,306.73231583991,1021372.61645625,"HMM-network","RSS_TA"
"871",175,150,961.981823958811,312.685186808647,1023181.05567668,"HMM-network","RSS_TA"
"872",175,160,960.365159790834,319.088841827148,1024118.92911867,"HMM-network","RSS_TA"
"873",175,170,958.038952369132,325.925143294924,1024065.83328836,"HMM-network","RSS_TA"
"874",175,180,954.74935997377,333.370808103459,1022682.43606588,"HMM-network","RSS_TA"
"875",175,190,786.216467280147,341.722826944799,734910.82387762,"HMM-network","RSS_TA"
"876",175,200,779.651029164025,351.41649658301,731349.2813472,"HMM-network","RSS_TA"
"877",175,210,769.076735828242,363.003664030189,723250.685691566,"HMM-network","RSS_TA"
"878",175,220,751.433453048146,376.878009261167,706689.268224521,"HMM-network","RSS_TA"
"879",175,230,721.476430449901,392.07353863342,674249.899391262,"HMM-network","RSS_TA"
"880",175,240,671.270024977651,401.851363725581,612087.964961606,"HMM-network","RSS_TA"
"881",175,250,411.433392981666,361.320255589626,299829.763959759,"HMM-network","RSS_TA"
"882",175,260,371.828284417541,316.143024053126,238202.684750347,"HMM-network","RSS_TA"
"883",175,270,386.07350014541,287.390676181196,231646.148270412,"HMM-network","RSS_TA"
"884",175,280,386.909104099721,274.314755662922,224947.240009657,"HMM-network","RSS_TA"
"885",175,290,372.734005697374,274.520661033282,214292.23233736,"HMM-network","RSS_TA"
"886",175,300,336.533202303243,285.626321374256,194836.991714265,"HMM-network","RSS_TA"
"887",175,310,272.723522190368,300.104337138753,164440.73272541,"HMM-network","RSS_TA"
"888",175,320,142.606139286019,279.635699217599,98532.6352389792,"HMM-network","RSS_TA"
"889",175,330,286.571971374211,273.773855917361,157075.618961162,"HMM-network","RSS_TA"
"890",175,340,101.345087601926,243.201398641978,69417.7470824562,"HMM-network","RSS_TA"
"891",175,350,157.884137798882,278.558933794496,102522.480565223,"HMM-network","RSS_TA"
"892",175,360,97.4865216109444,251.033178735544,72521.2787218728,"HMM-network","RSS_TA"
"893",175,370,234.694294874554,324.776062663042,160560.902925572,"HMM-network","RSS_TA"
"894",175,380,342.884874745218,303.542574822471,209708.132058899,"HMM-network","RSS_TA"
"895",175,390,386.253639614155,289.929336941906,233250.894534755,"HMM-network","RSS_TA"
"896",175,400,405.914913633816,293.677444000876,251013.358225236,"HMM-network","RSS_TA"
"897",175,410,419.088826411255,317.1369067263,276211.26203069,"HMM-network","RSS_TA"
"898",175,420,433.942624521561,371.516315582343,326330.57412054,"HMM-network","RSS_TA"
"899",175,430,606.578451203253,580.861973553493,705338.049784596,"HMM-network","RSS_TA"
"900",175,440,722.769315964792,599.811542020085,882169.370040724,"HMM-network","RSS_TA"
"901",183,0,151.550350421163,0.000898924433944839,22967.5087135853,"HMM-network","RSS_TA"
"902",183,10,63.3892359652511,56.2842399688965,7186.11090513461,"HMM-network","RSS_TA"
"903",183,20,175.548955846757,56.7362977592576,34036.4433823139,"HMM-network","RSS_TA"
"904",183,30,59.2946164590379,56.7440711430998,6735.74115091758,"HMM-network","RSS_TA"
"905",183,40,59.2946361312494,56.7442060333572,6735.75879229336,"HMM-network","RSS_TA"
"906",183,50,59.2946364727923,56.744208375156,6735.75909856371,"HMM-network","RSS_TA"
"907",183,60,59.2946364787214,56.7442084158128,6735.75910388092,"HMM-network","RSS_TA"
"908",183,70,59.2946364788253,56.7442084165186,6735.75910397334,"HMM-network","RSS_TA"
"909",183,80,59.294636478827,56.7442084165309,6735.75910397493,"HMM-network","RSS_TA"
"910",183,90,59.2946364788273,56.7442084165311,6735.75910397499,"HMM-network","RSS_TA"
"911",183,100,59.2946364788273,56.7442084165311,6735.75910397499,"HMM-network","RSS_TA"
"912",183,110,59.2946364788273,56.7442084165311,6735.759103975,"HMM-network","RSS_TA"
"913",183,120,87.4454385826432,56.7442084165311,10866.6099177295,"HMM-network","RSS_TA"
"914",183,130,208.517970240277,56.7442084165311,46699.6491019439,"HMM-network","RSS_TA"
"915",183,140,208.517970240277,56.7442084165311,46699.6491019439,"HMM-network","RSS_TA"
"916",183,150,208.517970240276,56.7442084165311,46699.6491019434,"HMM-network","RSS_TA"
"917",183,160,208.517970240276,56.7442084165311,46699.6491019434,"HMM-network","RSS_TA"
"918",183,170,208.517970240276,56.7442084165311,46699.6491019434,"HMM-network","RSS_TA"
"919",183,180,208.517970240276,56.7442084165311,46699.6491019435,"HMM-network","RSS_TA"
"920",183,190,137.251213927773,56.7442084165311,22057.8009134661,"HMM-network","RSS_TA"
"921",183,200,137.251213927773,56.7442084165311,22057.8009134661,"HMM-network","RSS_TA"
"922",183,210,137.251213927773,56.7442084165311,22057.8009134661,"HMM-network","RSS_TA"
"923",183,220,137.251213927773,56.7442084165311,22057.8009134661,"HMM-network","RSS_TA"
"924",183,230,137.251213927773,56.7442084165311,22057.8009134661,"HMM-network","RSS_TA"
"925",183,240,137.251213927773,56.7442084165312,22057.8009134661,"HMM-network","RSS_TA"
"926",183,250,137.251213927773,56.7442084165313,22057.8009134661,"HMM-network","RSS_TA"
"927",183,260,137.251213927773,56.7442084165316,22057.8009134662,"HMM-network","RSS_TA"
"928",183,270,137.251213927773,56.7442084165327,22057.8009134663,"HMM-network","RSS_TA"
"929",183,280,115.022416693773,56.7442084165358,16450.0615308952,"HMM-network","RSS_TA"
"930",183,290,142.91863819422,56.7442084165449,23645.6423321106,"HMM-network","RSS_TA"
"931",183,300,58.7884807451452,56.7442084165719,6675.99065714565,"HMM-network","RSS_TA"
"932",183,310,186.553632583296,56.7442084166519,38022.1630188557,"HMM-network","RSS_TA"
"933",183,320,313.451124388674,56.7442084168886,101471.512569383,"HMM-network","RSS_TA"
"934",183,330,360.982772630577,56.744208417589,133528.467324998,"HMM-network","RSS_TA"
"935",183,340,360.982772630505,56.7442084196615,133528.467325181,"HMM-network","RSS_TA"
"936",183,350,360.982772630293,56.7442084257944,133528.467325724,"HMM-network","RSS_TA"
"937",183,360,360.982772629667,56.7442084439429,133528.467327331,"HMM-network","RSS_TA"
"938",183,370,360.982772627814,56.7442084976588,133528.46733209,"HMM-network","RSS_TA"
"939",183,380,360.982772622423,56.7442086572523,133528.467346309,"HMM-network","RSS_TA"
"940",183,390,360.982772611939,56.7442091662751,133528.467396509,"HMM-network","RSS_TA"
"941",183,400,360.982772897639,56.7442127893656,133528.468013954,"HMM-network","RSS_TA"
"942",183,410,360.982791998256,56.7443454367702,133528.496857903,"HMM-network","RSS_TA"
"943",183,420,360.983900291725,56.7517634507516,133530.138924596,"HMM-network","RSS_TA"
"944",183,430,361.047911988715,57.1790889522571,133625.042964821,"HMM-network","RSS_TA"
"945",183,440,364.849443633145,79.1271187217709,139376.217436625,"HMM-network","RSS_TA"
"946",185,0,529.891746611863,548.090013244377,581187.925745592,"HMM-network","RSS_TA"
"947",185,10,548.08824356932,496.537345879025,546950.058591489,"HMM-network","RSS_TA"
"948",185,20,583.151613271211,477.974600482538,568525.522767258,"HMM-network","RSS_TA"
"949",185,30,588.531150733458,472.174723174633,569317.884588689,"HMM-network","RSS_TA"
"950",185,40,588.912731846854,470.474877198405,568164.815806178,"HMM-network","RSS_TA"
"951",185,50,588.939059207765,469.986512639893,567736.537523935,"HMM-network","RSS_TA"
"952",185,60,588.91082264191,469.847498776895,567572.629131676,"HMM-network","RSS_TA"
"953",185,70,588.887533147135,469.808356850114,567508.418862323,"HMM-network","RSS_TA"
"954",185,80,588.874389408623,469.797567972711,567482.801374452,"HMM-network","RSS_TA"
"955",185,90,608.691312200595,469.794728662749,591212.200627788,"HMM-network","RSS_TA"
"956",185,100,627.417564782157,469.794058766076,614359.258249076,"HMM-network","RSS_TA"
"957",185,110,627.416159819829,469.793945490019,614357.38882214,"HMM-network","RSS_TA"
"958",185,120,627.415525249262,469.793954003673,614356.600542213,"HMM-network","RSS_TA"
"959",185,130,627.415239329848,469.793976225756,614356.262641337,"HMM-network","RSS_TA"
"960",185,140,627.41511003626,469.793990861714,614356.114151589,"HMM-network","RSS_TA"
"961",185,150,627.415051157515,469.79399733268,614356.046348804,"HMM-network","RSS_TA"
"962",185,160,608.519620238143,469.793998559947,591002.529297718,"HMM-network","RSS_TA"
"963",185,170,608.519607671578,469.793997074752,591002.512608243,"HMM-network","RSS_TA"
"964",185,180,608.519601854615,469.793994513728,591002.503122464,"HMM-network","RSS_TA"
"965",185,190,608.519599244175,469.793991820584,591002.49741501,"HMM-network","RSS_TA"
"966",185,200,608.519598241985,469.793989493518,591002.494008823,"HMM-network","RSS_TA"
"967",185,210,608.519598180926,469.793987752533,591002.492298703,"HMM-network","RSS_TA"
"968",185,220,588.162885282174,469.793986624463,566641.969491958,"HMM-network","RSS_TA"
"969",185,230,613.859953915601,469.793985958571,597530.432264105,"HMM-network","RSS_TA"
"970",185,240,613.859957333634,469.793985373315,597530.435910594,"HMM-network","RSS_TA"
"971",185,250,613.859963870111,469.793984113484,597530.442751834,"HMM-network","RSS_TA"
"972",185,260,613.859976291881,469.793980765684,597530.454856737,"HMM-network","RSS_TA"
"973",185,270,613.860000039106,469.793972731449,597530.476462808,"HMM-network","RSS_TA"
"974",185,280,613.860045937716,469.793955278996,597530.516415337,"HMM-network","RSS_TA"
"975",185,290,613.860135899733,469.793919875769,597530.593599079,"HMM-network","RSS_TA"
"976",185,300,613.860315108853,469.793851356209,597530.749237641,"HMM-network","RSS_TA"
"977",185,310,613.860678488143,469.793723428527,597531.075166763,"HMM-network","RSS_TA"
"978",185,320,613.861428951315,469.793492643471,597531.779684301,"HMM-network","RSS_TA"
"979",185,330,613.86300680081,469.793094434614,597533.342696981,"HMM-network","RSS_TA"
"980",185,340,613.866378403686,469.792459118625,597536.885179183,"HMM-network","RSS_TA"
"981",185,350,613.873678737098,469.791618711857,597545.058458125,"HMM-network","RSS_TA"
"982",185,360,613.889625203577,469.791164429427,597564.210108545,"HMM-network","RSS_TA"
"983",185,370,613.924548445194,469.793978939661,597609.733831594,"HMM-network","RSS_TA"
"984",185,380,614.0005569961,469.811489626438,597719.519776534,"HMM-network","RSS_TA"
"985",185,390,614.162751508133,469.88579917039,597988.549602038,"HMM-network","RSS_TA"
"986",185,400,614.494280113668,470.167335718069,598660.543868643,"HMM-network","RSS_TA"
"987",185,410,615.11346802807,471.185494767545,600380.349028856,"HMM-network","RSS_TA"
"988",185,420,616.047582259556,474.778059565744,604928.829452857,"HMM-network","RSS_TA"
"989",185,430,616.658316651961,487.206437975008,617637.592700326,"HMM-network","RSS_TA"
"990",185,440,614.389959621502,533.014776045814,661579.773966881,"HMM-network","RSS_TA"
"991",195,0,190.730605400288,298.317768098867,125371.65459985,"HMM-network","RSS_TA"
"992",195,10,145.134499262794,260.034921115682,88682.1830759009,"HMM-network","RSS_TA"
"993",195,20,221.528814937642,271.264401890509,122659.391580692,"HMM-network","RSS_TA"
"994",195,30,272.013552380089,264.657970165421,144035.213850517,"HMM-network","RSS_TA"
"995",195,40,303.424501948098,254.241533278189,156705.185626096,"HMM-network","RSS_TA"
"996",195,50,322.237018235321,244.924809948197,163824.858449351,"HMM-network","RSS_TA"
"997",195,60,332.624147135653,238.103434168091,167332.068620359,"HMM-network","RSS_TA"
"998",195,70,336.925793536308,234.101462706622,168322.485191451,"HMM-network","RSS_TA"
"999",195,80,336.084327738598,233.19272058296,167331.520284388,"HMM-network","RSS_TA"
"1000",195,90,328.213985897426,241.424893907989,166010.399937159,"HMM-network","RSS_TA"
"1001",195,100,273.15619955368,366.523758095506,208953.974603063,"HMM-network","RSS_TA"
"1002",195,110,486.144650685478,438.879774898059,428952.078204676,"HMM-network","RSS_TA"
"1003",195,120,662.219783584146,489.34154336481,677990.187832887,"HMM-network","RSS_TA"
"1004",195,130,808.761378248914,502.591416100852,906693.098485342,"HMM-network","RSS_TA"
"1005",195,140,925.92858718362,490.785293305144,1098213.95268847,"HMM-network","RSS_TA"
"1006",195,150,1016.72269825516,465.754723441752,1250652.50755556,"HMM-network","RSS_TA"
"1007",195,160,1085.59312602704,435.587718010462,1368249.09535873,"HMM-network","RSS_TA"
"1008",195,170,1137.07797239793,405.19293712595,1457127.63160935,"HMM-network","RSS_TA"
"1009",195,180,1175.18164420467,377.254614723114,1523372.94120548,"HMM-network","RSS_TA"
"1010",195,190,1203.18787082665,353.008483997314,1572276.04227844,"HMM-network","RSS_TA"
"1011",195,200,1223.67664902936,332.795978036587,1608137.70437705,"HMM-network","RSS_TA"
"1012",195,210,1238.62071352454,316.443507199387,1634317.76522069,"HMM-network","RSS_TA"
"1013",195,220,1249.50125749151,303.515661184317,1653375.14905701,"HMM-network","RSS_TA"
"1014",195,230,1257.41644823772,293.4783493373,1667225.66582851,"HMM-network","RSS_TA"
"1015",195,240,1263.17315785231,285.797232885974,1677286.48504385,"HMM-network","RSS_TA"
"1016",195,250,1267.36024392545,279.990512170473,1684596.67478826,"HMM-network","RSS_TA"
"1017",195,260,1074.03230683244,275.651296214793,1229529.0332247,"HMM-network","RSS_TA"
"1018",195,270,1076.24309009971,272.451578717313,1232529.05173293,"HMM-network","RSS_TA"
"1019",195,280,1077.84028186235,270.136698763777,1234713.50922411,"HMM-network","RSS_TA"
"1020",195,290,1078.9787127997,268.516312902798,1236296.07296982,"HMM-network","RSS_TA"
"1021",195,300,1079.7627385143,267.45570847844,1237420.1274816,"HMM-network","RSS_TA"
"1022",195,310,1080.25525895617,266.869913434768,1238170.97519914,"HMM-network","RSS_TA"
"1023",195,320,1080.48094853232,266.722488798561,1238579.96617221,"HMM-network","RSS_TA"
"1024",195,330,1080.42303845036,267.031036372031,1238619.51640022,"HMM-network","RSS_TA"
"1025",195,340,1080.01165946049,267.882206106126,1238186.06091888,"HMM-network","RSS_TA"
"1026",195,350,1079.09974036162,269.460124487794,1237065.0083375,"HMM-network","RSS_TA"
"1027",195,360,1077.4192767792,272.092972671901,1234866.88375284,"HMM-network","RSS_TA"
"1028",195,370,1074.50568840674,276.320706996794,1230915.60753366,"HMM-network","RSS_TA"
"1029",195,380,1069.56992438816,282.976717043791,1224055.64554457,"HMM-network","RSS_TA"
"1030",195,390,1061.28582909824,293.244066153075,1212319.69337873,"HMM-network","RSS_TA"
"1031",195,400,1047.44420656808,308.566710747879,1192352.78085481,"HMM-network","RSS_TA"
"1032",195,410,1024.41274154252,330.119172709811,1158400.13322527,"HMM-network","RSS_TA"
"1033",195,420,986.376893355144,357.125943894944,1100478.3155478,"HMM-network","RSS_TA"
"1034",195,430,686.367172580233,384.581640436986,619002.933756987,"HMM-network","RSS_TA"
"1035",195,440,666.422645915574,387.611748013689,594362.010187343,"HMM-network","RSS_TA"
"1036",198,0,251.278042327709,212.076792876832,108117.220632969,"HMM-network","RSS_TA"
"1037",198,10,403.004632323098,210.627583549774,206776.712625893,"HMM-network","RSS_TA"
"1038",198,20,256.460345069416,209.24669427437,109556.087657875,"HMM-network","RSS_TA"
"1039",198,30,391.117527440724,207.843927105774,196172.018306096,"HMM-network","RSS_TA"
"1040",198,40,364.457662907481,206.401684681484,175431.043491338,"HMM-network","RSS_TA"
"1041",198,50,213.786609717903,204.91436972412,87694.6134141084,"HMM-network","RSS_TA"
"1042",198,60,68.2479175135293,203.378995755575,46020.7941594795,"HMM-network","RSS_TA"
"1043",198,70,193.593270090521,201.793132256561,78198.8224502555,"HMM-network","RSS_TA"
"1044",198,80,277.951579532255,200.154391119001,117318.860848693,"HMM-network","RSS_TA"
"1045",198,90,384.707692134409,198.46028156499,187386.491746238,"HMM-network","RSS_TA"
"1046",198,100,386.162773975053,196.708159382792,187815.787971874,"HMM-network","RSS_TA"
"1047",198,110,387.640828309428,194.895200504622,188249.550952157,"HMM-network","RSS_TA"
"1048",198,120,389.14238470608,193.018379829809,188687.890526859,"HMM-network","RSS_TA"
"1049",198,130,390.667982241519,191.074449682546,189130.917670147,"HMM-network","RSS_TA"
"1050",198,140,279.057366732445,189.059915973879,113616.665755696,"HMM-network","RSS_TA"
"1051",198,150,216.220126174973,186.971011111602,81709.301959216,"HMM-network","RSS_TA"
"1052",198,160,217.315832638481,184.803662892839,81378.5649339664,"HMM-network","RSS_TA"
"1053",198,170,218.445293934605,182.553458556275,81044.1116730336,"HMM-network","RSS_TA"
"1054",198,180,219.609184559342,180.21560300939,80705.8575108576,"HMM-network","RSS_TA"
"1055",198,190,103.022850112117,177.784870012256,42221.1676504983,"HMM-network","RSS_TA"
"1056",198,200,122.409649359937,175.255544788153,45698.6282354149,"HMM-network","RSS_TA"
